Geneinfo	sum_inter_counts	mean_inter_counts	bin_counts	bin_ratio
ENSG00000175756.14|AURKAIP1|protein_coding|chr1:[1373729,1375207)/-	26	0.00023	16	0.0001437414092048405
ENSG00000221978.13|CCNL2|protein_coding|chr1:[1385710,1399335)/-	399	0.00358	269	0.002416652442256381
ENSG00000224870.9|MRPL20-AS1|lncRNA|chr1:[1399514,1402046)/+	20	0.00018	11	9.882221882832784e-05
ENSG00000242485.6|MRPL20|protein_coding|chr1:[1401908,1407293)/-	73	0.00066	50	0.00044919190376512653
ENSG00000160072.20|ATAD3B|protein_coding|chr1:[1471764,1497848)/+	58	0.00052	34	0.00030545049456028603
ENSG00000197785.14|ATAD3A|protein_coding|chr1:[1512161,1534685)/+	30	0.00027	18	0.00016170908535544556
ENSG00000160075.12|SSU72|protein_coding|chr1:[1541672,1574863)/-	219	0.00197	136	0.0012218019782411441
ENSG00000272106.1|ENSG00000272106|lncRNA|chr1:[1613757,1615795)/-	4	4e-05	3	2.6951514225907593e-05
ENSG00000197530.13|MIB2|protein_coding|chr1:[1615453,1630605)/+	50	0.00045	33	0.0002964666564849835
ENSG00000189339.12|SLC35E2B|protein_coding|chr1:[1659528,1692795)/-	98	0.00088	68	0.0006109009891205721
ENSG00000008128.23|CDK11A|protein_coding|chr1:[1702378,1724357)/-	13	0.00012	11	9.882221882832784e-05
ENSG00000268575.1|ENSG00000268575|lncRNA|chr1:[1702735,1737688)/-	51	0.00046	41	0.0003683373610874038
ENSG00000290854.1|ENSG00000290854|lncRNA|chr1:[1724837,1745992)/-	43	0.00039	33	0.0002964666564849835
ENSG00000008130.15|NADK|protein_coding|chr1:[1751231,1780457)/-	84	0.00075	51	0.00045817574184042905
ENSG00000078369.19|GNB1|protein_coding|chr1:[1785284,1892292)/-	1365	0.01226	779	0.006998409860660672
ENSG00000067606.17|PRKCZ|protein_coding|chr1:[2050410,2185395)/+	6	5e-05	4	3.5935352301210124e-05
ENSG00000162585.17|FAAP20|protein_coding|chr1:[2184460,2212720)/-	57	0.00051	40	0.0003593535230121012
ENSG00000234396.3|ENSG00000234396|lncRNA|chr1:[2212522,2220738)/+	14	0.00013	8	7.187070460242025e-05
ENSG00000157933.11|SKI|protein_coding|chr1:[2227387,2310213)/+	794	0.00713	523	0.004698547313383224
ENSG00000272420.1|ENSG00000272420|lncRNA|chr1:[2363060,2363628)/-	1	1e-05	1	8.983838075302531e-06
ENSG00000116151.14|MORN1|protein_coding|chr1:[2321252,2391707)/-	67	0.0006	52	0.0004671595799157316
ENSG00000157916.20|RER1|protein_coding|chr1:[2391774,2405442)/+	307	0.00276	205	0.0018416868054370189
ENSG00000157911.11|PEX10|protein_coding|chr1:[2403963,2413797)/-	51	0.00046	29	0.0002605313041837734
ENSG00000157881.16|PANK4|protein_coding|chr1:[2508536,2526597)/-	36	0.00032	27	0.00024256362803316833
ENSG00000157873.18|TNFRSF14|protein_coding|chr1:[2555638,2565382)/+	14	0.00013	10	8.98383807530253e-05
ENSG00000157870.17|PRXL2B|protein_coding|chr1:[2586490,2591469)/+	20	0.00018	14	0.00012577373305423543
ENSG00000215912.13|TTC34|protein_coding|chr1:[2636985,2801693)/-	6	5e-05	3	2.6951514225907593e-05
ENSG00000142611.17|PRDM16|protein_coding|chr1:[3069167,3438621)/+	4	4e-05	3	2.6951514225907593e-05
ENSG00000287828.1|ENSG00000287828|lncRNA|chr1:[3313051,3323149)/-	5	4e-05	2	1.7967676150605062e-05
ENSG00000162591.17|MEGF6|protein_coding|chr1:[3487950,3611508)/-	252	0.00226	167	0.0015003009585755225
ENSG00000158109.15|TPRG1L|protein_coding|chr1:[3625014,3630127)/+	115	0.00103	72	0.0006468363414217823
ENSG00000116213.16|WRAP73|protein_coding|chr1:[3630766,3652761)/-	30	0.00027	20	0.0001796767615060506
ENSG00000078900.15|TP73|protein_coding|chr1:[3652515,3736201)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000227372.12|TP73-AS1|transcribed_unitary_pseudogene|chr1:[3735510,3747373)/-	12	0.00011	7	6.288686652711771e-05
ENSG00000235169.11|SMIM1|protein_coding|chr1:[3772748,3775982)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000130764.10|LRRC47|protein_coding|chr1:[3778558,3796498)/-	92	0.00083	65	0.0005839494748946644
ENSG00000116198.14|CEP104|protein_coding|chr1:[3812085,3857396)/-	200	0.0018	124	0.0011139959213375139
ENSG00000169598.17|DFFB|protein_coding|chr1:[3857266,3885429)/+	75	0.00067	44	0.00039528887531331135
ENSG00000198912.12|C1orf174|protein_coding|chr1:[3889124,3900293)/-	50	0.00045	32	0.000287482818409681
ENSG00000236423.8|LINC01134|lncRNA|chr1:[3900346,3917225)/+	8	7e-05	6	5.3903028451815186e-05
ENSG00000131697.18|NPHP4|protein_coding|chr1:[5862810,5992473)/-	95	0.00085	66	0.000592933312969967
ENSG00000069424.16|KCNAB2|protein_coding|chr1:[5990926,6101193)/+	68	0.00061	47	0.00042224038953921897
ENSG00000285629.1|ENSG00000285629|protein_coding|chr1:[6159429,6197757)/-	202	0.00181	130	0.001167898949789329
ENSG00000116251.11|RPL22|protein_coding|chr1:[6185019,6209389)/-	225	0.00202	143	0.0012846888447682618
ENSG00000158286.13|RNF207|protein_coding|chr1:[6205474,6221299)/+	52	0.00047	40	0.0003593535230121012
ENSG00000116237.16|ICMT|protein_coding|chr1:[6221192,6235972)/-	271	0.00243	178	0.0015991231774038505
ENSG00000158292.7|GPR153|protein_coding|chr1:[6247352,6261098)/-	19	0.00017	14	0.00012577373305423543
ENSG00000097021.21|ACOT7|protein_coding|chr1:[6264268,6393767)/-	63	0.00057	45	0.00040427271338861387
ENSG00000271746.1|ENSG00000271746|lncRNA|chr1:[6393554,6394391)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000187017.18|ESPN|protein_coding|chr1:[6424775,6461367)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000215788.11|TNFRSF25|protein_coding|chr1:[6460785,6466175)/-	5	4e-05	3	2.6951514225907593e-05
ENSG00000171680.23|PLEKHG5|protein_coding|chr1:[6467121,6520074)/-	27	0.00024	11	9.882221882832784e-05
ENSG00000162408.11|NOL9|protein_coding|chr1:[6521346,6554513)/-	255	0.00229	173	0.0015542039870273378
ENSG00000162413.17|KLHL21|protein_coding|chr1:[6590723,6614607)/-	173	0.00155	125	0.0011229797594128163
ENSG00000116273.6|PHF13|protein_coding|chr1:[6613730,6624030)/+	69	0.00062	44	0.00039528887531331135
ENSG00000041988.16|THAP3|protein_coding|chr1:[6624867,6635586)/+	23	0.00021	13	0.0001167898949789329
ENSG00000007923.17|DNAJC11|protein_coding|chr1:[6634167,6701924)/-	319	0.00287	206	0.0018506706435123213
ENSG00000171735.20|CAMTA1|protein_coding|chr1:[6785453,7769706)/+	662	0.00595	442	0.003970856429283719
ENSG00000049245.13|VAMP3|protein_coding|chr1:[7771295,7781432)/+	327	0.00294	228	0.002048315081168977
ENSG00000049246.15|PER3|protein_coding|chr1:[7784290,7845177)/+	174	0.00156	129	0.0011589151117140264
ENSG00000116288.13|PARK7|protein_coding|chr1:[7954290,7985505)/+	236	0.00212	157	0.0014104625778224972
ENSG00000116285.13|ERRFI1|protein_coding|chr1:[8004403,8026309)/-	194	0.00174	127	0.0011409474355634215
ENSG00000142599.20|RERE|protein_coding|chr1:[8352396,8848921)/-	1527	0.01372	775	0.006962474508359461
SNORD128|SNORD128|snoRNA|chr1:[8494799,8494913)/-	1	1e-05	1	8.983838075302531e-06
ENSG00000224315.2|RPL7P7|processed_pseudogene|chr1:[8786210,8786913)/-	1	1e-05	1	8.983838075302531e-06
ENSG00000228423.2|ENSG00000228423|lncRNA|chr1:[8805859,8807051)/-	7	6e-05	3	2.6951514225907593e-05
ENSG00000074800.16|ENO1|protein_coding|chr1:[8860999,8879190)/-	389	0.00349	241	0.00216510497614791
ENSG00000142583.18|SLC2A5|protein_coding|chr1:[9035105,9088478)/-	17	0.00015	11	9.882221882832784e-05
ENSG00000180758.12|GPR157|protein_coding|chr1:[9100304,9129102)/-	32	0.00029	21	0.00018866059958135315
ENSG00000228526.8|MIR34AHG|lncRNA|chr1:[9148010,9198906)/-	785	0.00705	511	0.004590741256479593
ENSG00000289914.1|ENSG00000289914|lncRNA|chr1:[9162321,9162945)/-	13	0.00012	12	0.00010780605690363037
ENSG00000234546.5|LNCTAM34A|lncRNA|chr1:[9182003,9196284)/+	53	0.00048	35	0.00031443433263558855
ENSG00000049239.13|H6PD|protein_coding|chr1:[9234773,9271337)/+	293	0.00263	188	0.0016889615581568759
ENSG00000171621.14|SPSB1|protein_coding|chr1:[9292893,9369532)/+	129	0.00116	77	0.0006917555317982949
ENSG00000171612.7|SLC25A33|protein_coding|chr1:[9539464,9585173)/+	128	0.00115	91	0.0008175292648525303
ENSG00000188807.13|TMEM201|protein_coding|chr1:[9588910,9614877)/+	19	0.00017	11	9.882221882832784e-05
ENSG00000171608.18|PIK3CD|protein_coding|chr1:[9629888,9729114)/+	60	0.00054	37	0.00033240200878619365
ENSG00000231789.4|PIK3CD-AS2|lncRNA|chr1:[9672404,9687583)/-	6	5e-05	4	3.5935352301210124e-05
ENSG00000171603.18|CLSTN1|protein_coding|chr1:[9728925,9823984)/-	456	0.0041	300	0.002695151422590759
ENSG00000280113.2|ENSG00000280113|TEC|chr1:[9826288,9828271)/-	1	1e-05	1	8.983838075302531e-06
ENSG00000178585.15|CTNNBIP1|protein_coding|chr1:[9848275,9910336)/-	75	0.00067	49	0.000440208065689824
ENSG00000162441.12|LZIC|protein_coding|chr1:[9922112,9943407)/-	103	0.00093	65	0.0005839494748946644
ENSG00000173614.14|NMNAT1|protein_coding|chr1:[9943427,9985501)/+	76	0.00068	51	0.00045817574184042905
ENSG00000228150.1|ENSG00000228150|lncRNA|chr1:[9942922,9949974)/+	8	7e-05	7	6.288686652711771e-05
ENSG00000283611.2|TMEM274P|unitary_pseudogene|chr1:[9950571,9960787)/-	4	4e-05	2	1.7967676150605062e-05
ENSG00000130939.20|UBE4B|protein_coding|chr1:[10032831,10181239)/+	847	0.00761	563	0.005057900836395325
ENSG00000054523.20|KIF1B|protein_coding|chr1:[10210569,10381603)/+	849	0.00763	549	0.00493212710334109
ENSG00000264881.1|ENSG00000264881|miRNA|chr1:[10227717,10227803)/+	3	3e-05	2	1.7967676150605062e-05
ENSG00000284735.1|ENSG00000284735|lncRNA|chr1:[10381905,10387150)/-	1	1e-05	1	8.983838075302531e-06
ENSG00000142657.21|PGD|protein_coding|chr1:[10398591,10420511)/+	274	0.00246	186	0.0016709938820062707
ENSG00000175279.22|CENPS|protein_coding|chr1:[10430432,10442808)/+	24	0.00022	15	0.00013475757112953797
ENSG00000251503.8|CENPS-CORT|protein_coding|chr1:[10430101,10452153)/+	3	3e-05	3	2.6951514225907593e-05
ENSG00000241563.4|CORT|protein_coding|chr1:[10450030,10451998)/+	3	3e-05	1	8.983838075302531e-06
ENSG00000160049.12|DFFA|protein_coding|chr1:[10456521,10472529)/-	126	0.00113	80	0.0007187070460242024
ENSG00000142655.13|PEX14|protein_coding|chr1:[10472287,10630758)/+	401	0.0036	266	0.002389700928030473
ENSG00000120948.19|TARDBP|protein_coding|chr1:[11012343,11030528)/+	259	0.00233	185	0.0016620100439309682
ENSG00000116649.10|SRM|protein_coding|chr1:[11054583,11060020)/-	45	0.0004	35	0.00031443433263558855
ENSG00000171824.14|EXOSC10|protein_coding|chr1:[11066617,11099869)/-	107	0.00096	74	0.0006648040175723873
ENSG00000198793.14|MTOR|protein_coding|chr1:[11106534,11262556)/-	513	0.00461	348	0.0031263756502052805
ENSG00000120942.14|UBIAD1|protein_coding|chr1:[11273197,11296049)/+	40	0.00036	25	0.00022459595188256326
ENSG00000132879.14|FBXO44|protein_coding|chr1:[11654374,11663327)/+	11	0.0001	8	7.187070460242025e-05
ENSG00000116663.11|FBXO6|protein_coding|chr1:[11664199,11674354)/+	9	8e-05	6	5.3903028451815186e-05
ENSG00000116670.16|MAD2L2|protein_coding|chr1:[11658917,11691811)/-	12	0.00011	7	6.288686652711771e-05
ENSG00000177674.16|AGTRAP|protein_coding|chr1:[11736083,11754802)/+	35	0.00031	24	0.00021561211380726074
ENSG00000177000.13|MTHFR|protein_coding|chr1:[11785722,11806455)/-	122	0.0011	83	0.00074565856025011
ENSG00000011021.23|CLCN6|protein_coding|chr1:[11806095,11848079)/+	235	0.00211	164	0.0014733494443496151
ENSG00000199347.1|RNU5E-1|snRNA|chr1:[11908151,11908271)/+	1399	0.01257	845	0.007591343173630639
ENSG00000285646.2|ENSG00000285646|lncRNA|chr1:[11907939,11914298)/+	50	0.00045	30	0.00026951514225907595
ENSG00000201801.1|RNU5E-4P|snRNA|chr1:[11909807,11909927)/-	88	0.00079	58	0.0005210626083675467
ENSG00000116685.16|KIAA2013|protein_coding|chr1:[11919590,11926428)/-	25	0.00022	16	0.0001437414092048405
ENSG00000083444.17|PLOD1|protein_coding|chr1:[11934204,11975538)/+	382	0.00343	264	0.002371733251879868
ENSG00000116688.18|MFN2|protein_coding|chr1:[11980180,12015211)/+	234	0.0021	148	0.0013296080351447746
ENSG00000116691.11|MIIP|protein_coding|chr1:[12019465,12032045)/+	19	0.00017	13	0.0001167898949789329
ENSG00000120949.15|TNFRSF8|protein_coding|chr1:[12063302,12144207)/+	9	8e-05	4	3.5935352301210124e-05
ENSG00000048707.15|VPS13D|protein_coding|chr1:[12230029,12512047)/+	1373	0.01233	805	0.007231989650618538
ENSG00000162496.9|DHRS3|protein_coding|chr1:[12567909,12618210)/-	1400	0.01258	755	0.006782797746853411
ENSG00000221340.1|RNU6ATAC18P|snRNA|chr1:[12569971,12570072)/-	2	2e-05	2	1.7967676150605062e-05
ENSG00000272482.2|ENSG00000272482|lncRNA|chr1:[12618899,12619980)/-	8	7e-05	5	4.491919037651265e-05
ENSG00000204518.3|AADACL4|protein_coding|chr1:[12644084,12667076)/+	17	0.00015	11	9.882221882832784e-05
ENSG00000116731.23|PRDM2|protein_coding|chr1:[13700187,13825079)/+	602	0.00541	405	0.003638454420497525
ENSG00000189337.17|KAZN|protein_coding|chr1:[13892791,15118043)/+	396	0.00356	264	0.002371733251879868
ENSG00000171729.14|TMEM51|protein_coding|chr1:[15152531,15220478)/+	80	0.00072	50	0.00044919190376512653
ENSG00000142634.13|EFHD2|protein_coding|chr1:[15409887,15430339)/+	66	0.00059	44	0.00039528887531331135
ENSG00000132906.18|CASP9|protein_coding|chr1:[15490831,15526534)/-	60	0.00054	41	0.0003683373610874038
ENSG00000116138.13|DNAJC16|protein_coding|chr1:[15526812,15592379)/+	271	0.00243	195	0.0017518484246839936
ENSG00000251866.1|SCARNA21B|scaRNA|chr1:[15542164,15542304)/+	3	3e-05	2	1.7967676150605062e-05
ENSG00000197312.12|DDI2|protein_coding|chr1:[15617457,15669044)/+	313	0.00281	207	0.0018596544815876238
ENSG00000215695.2|RSC1A1|protein_coding|chr1:[15659712,15662033)/+	53	0.00048	33	0.0002964666564849835
ENSG00000116786.13|PLEKHM2|protein_coding|chr1:[15684319,15734769)/+	252	0.00226	173	0.0015542039870273378
ENSG00000162458.13|FBLIM1|protein_coding|chr1:[15756606,15786594)/+	261	0.00234	176	0.0015811555012532454
ENSG00000233954.7|UQCRHL|protein_coding|chr1:[15807168,15809348)/-	17	0.00015	11	9.882221882832784e-05
ENSG00000179743.4|SPEN-AS1|lncRNA|chr1:[15834473,15848147)/-	5	4e-05	4	3.5935352301210124e-05
ENSG00000065526.13|SPEN|protein_coding|chr1:[15836094,15940456)/+	534	0.0048	348	0.0031263756502052805
ENSG00000116809.12|ZBTB17|protein_coding|chr1:[15941868,15976132)/-	90	0.00081	61	0.0005480141225934544
ENSG00000173641.18|HSPB7|protein_coding|chr1:[16014027,16019594)/-	19	0.00017	12	0.00010780605690363037
ENSG00000186510.12|CLCNKA|protein_coding|chr1:[16018874,16034050)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000142627.13|EPHA2|protein_coding|chr1:[16124336,16156069)/-	201	0.00181	127	0.0011409474355634215
ENSG00000227959.2|EPHA2-AS1|lncRNA|chr1:[16155175,16158148)/+	2	2e-05	2	1.7967676150605062e-05
ENSG00000288398.1|ENSG00000288398|lncRNA|chr1:[16228673,16231335)/-	9	8e-05	9	8.085454267772278e-05
ENSG00000037637.11|FBXO42|protein_coding|chr1:[16246839,16352480)/-	606	0.00544	391	0.0035126806874432896
ENSG00000055070.17|SZRD1|protein_coding|chr1:[16352574,16398145)/+	409	0.00367	264	0.002371733251879868
ENSG00000157191.20|NECAP2|protein_coding|chr1:[16440720,16460078)/+	106	0.00095	73	0.0006558201794970847
ENSG00000226029.1|LINC01772|lncRNA|chr1:[16460947,16468481)/+	6	5e-05	6	5.3903028451815186e-05
ENSG00000290842.1|CROCCP3|lncRNA|chr1:[16467435,16499257)/-	84	0.00075	55	0.0004941110941416392
ENSG00000080947.16|CROCCP3|transcribed_unprocessed_pseudogene|chr1:[16474395,16491307)/-	34	0.00031	20	0.0001796767615060506
ENSG00000219481.11|NBPF1|protein_coding|chr1:[16562318,16613562)/-	52	0.00047	32	0.000287482818409681
ENSG00000291072.1|CROCCP2|lncRNA|chr1:[16618252,16644686)/-	176	0.00158	112	0.0010061898644338834
ENSG00000215908.12|CROCCP2|transcribed_unprocessed_pseudogene|chr1:[16618968,16657232)/-	153	0.00137	94	0.0008444807790784379
ENSG00000236698.1|EIF1AXP1|processed_pseudogene|chr1:[16685620,16686055)/-	34	0.00031	18	0.00016170908535544556
ENSG00000058453.17|CROCC|protein_coding|chr1:[16740272,16972964)/+	188	0.00169	139	0.0012487534924670517
ENSG00000290122.1|ENSG00000290122|lncRNA|chr1:[16905198,16905396)/+	13	0.00012	10	8.98383807530253e-05
ENSG00000117122.14|MFAP2|protein_coding|chr1:[16974501,16980632)/-	23	0.00021	13	0.0001167898949789329
ENSG00000226526.1|ENSG00000226526|lncRNA|chr1:[16978925,17005091)/+	25	0.00022	20	0.0001796767615060506
ENSG00000159363.19|ATP13A2|protein_coding|chr1:[16985957,17011928)/-	32	0.00029	25	0.00022459595188256326
ENSG00000117118.10|SDHB|protein_coding|chr1:[17018721,17054032)/-	149	0.00134	103	0.0009253353217561607
ENSG00000142623.11|PADI1|protein_coding|chr1:[17205127,17246007)/+	14	0.00013	11	9.882221882832784e-05
ENSG00000276747.1|PADI6|protein_coding|chr1:[17372195,17401699)/+	6	5e-05	3	2.6951514225907593e-05
ENSG00000179051.14|RCC2|protein_coding|chr1:[17406759,17439677)/-	178	0.0016	125	0.0011229797594128163
ENSG00000074964.17|ARHGEF10L|protein_coding|chr1:[17539697,17697874)/+	315	0.00283	212	0.0019045736719641366
ENSG00000236648.2|LINC02810|lncRNA|chr1:[17717624,17749978)/+	3	3e-05	2	1.7967676150605062e-05
ENSG00000117148.8|ACTL8|protein_coding|chr1:[17755332,17827063)/+	2	2e-05	2	1.7967676150605062e-05
ENSG00000117154.12|IGSF21|protein_coding|chr1:[18107797,18378483)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000159423.17|ALDH4A1|protein_coding|chr1:[18871429,18902724)/-	59	0.00053	35	0.00031443433263558855
ENSG00000221662.1|MIR1290|miRNA|chr1:[18897070,18897148)/-	6	5e-05	2	1.7967676150605062e-05
ENSG00000169991.11|IFFO2|protein_coding|chr1:[18904279,18956676)/-	243	0.00218	160	0.0014374140920484048
ENSG00000272084.1|ENSG00000272084|lncRNA|chr1:[19072109,19075511)/-	26	0.00023	17	0.00015272524728014302
ENSG00000127481.15|UBR4|protein_coding|chr1:[19074509,19210266)/-	1512	0.01358	871	0.007824922963588504
ENSG00000230424.3|EMC1-AS1|lncRNA|chr1:[19210347,19240709)/+	62	0.00056	43	0.00038630503723800883
ENSG00000127463.16|EMC1|protein_coding|chr1:[19215659,19251552)/-	351	0.00315	233	0.0020932342715454895
ENSG00000053372.5|MRTO4|protein_coding|chr1:[19251804,19260128)/+	37	0.00033	25	0.00022459595188256326
ENSG00000211454.16|AKR7L|protein_coding|chr1:[19265981,19274194)/-	4	4e-05	2	1.7967676150605062e-05
ENSG00000162482.5|AKR7A3|protein_coding|chr1:[19282572,19288770)/-	2	2e-05	2	1.7967676150605062e-05
ENSG00000053371.13|AKR7A2|protein_coding|chr1:[19303964,19312144)/-	54	0.00049	38	0.00034138584686149617
ENSG00000040487.13|SLC66A1|protein_coding|chr1:[19312325,19329300)/+	37	0.00033	23	0.0002066282757319582
ENSG00000077549.19|CAPZB|protein_coding|chr1:[19338774,19485539)/-	1357	0.01219	814	0.00731284419329626
ENSG00000173436.15|MICOS10|protein_coding|chr1:[19484402,19629821)/+	270	0.00243	180	0.0016170908535544555
ENSG00000235185.1|MICOS10-DT|lncRNA|chr1:[19591801,19596832)/-	9	8e-05	3	2.6951514225907593e-05
ENSG00000158747.15|NBL1|protein_coding|chr1:[19596978,19658456)/+	346	0.00311	231	0.0020752665953948845
ENSG00000270136.6|MICOS10-NBL1|protein_coding|chr1:[19597066,19656927)/+	269	0.00242	179	0.001608107015479153
ENSG00000226396.1|ENSG00000226396|processed_pseudogene|chr1:[19608113,19608568)/+	13	0.00012	8	7.187070460242025e-05
ENSG00000158748.4|HTR6|protein_coding|chr1:[19664874,19680966)/+	1	1e-05	1	8.983838075302531e-06
ENSG00000162542.14|TMCO4|protein_coding|chr1:[19682239,19799945)/-	345	0.0031	235	0.002111201947696095
ENSG00000169914.6|OTUD3|protein_coding|chr1:[19882394,19912945)/+	142	0.00128	102	0.0009163514836808581
ENSG00000236963.9|LINC01141|lncRNA|chr1:[20360578,20431234)/-	3	3e-05	1	8.983838075302531e-06
ENSG00000162545.6|CAMK2N1|protein_coding|chr1:[20482390,20486210)/-	202	0.00181	139	0.0012487534924670517
ENSG00000090432.7|MUL1|protein_coding|chr1:[20499447,20508151)/-	59	0.00053	39	0.0003503696849367987
ENSG00000158825.6|CDA|protein_coding|chr1:[20589085,20618903)/+	23	0.00021	17	0.00015272524728014302
ENSG00000158828.8|PINK1|protein_coding|chr1:[20633457,20651511)/+	181	0.00163	125	0.0011229797594128163
ENSG00000117242.7|PINK1-AS|lncRNA|chr1:[20642656,20652193)/-	107	0.00096	69	0.0006198848271958746
ENSG00000244038.11|DDOST|protein_coding|chr1:[20651766,20661544)/-	355	0.00319	229	0.0020572989192442796
ENSG00000117245.13|KIF17|protein_coding|chr1:[20664013,20718017)/-	9	8e-05	7	6.288686652711771e-05
ENSG00000189410.12|SH2D5|protein_coding|chr1:[20719730,20732837)/-	13	0.00012	9	8.085454267772278e-05
ENSG00000127483.19|HP1BP3|protein_coding|chr1:[20740265,20787323)/-	873	0.00784	568	0.0051028200267718374
ENSG00000075151.24|EIF4G3|protein_coding|chr1:[20806291,21177285)/-	2273	0.02042	997	0.008956886561076623
ENSG00000221808.1|MIR1256|miRNA|chr1:[20988313,20988432)/-	5	4e-05	3	2.6951514225907593e-05
ENSG00000233072.1|RPS15AP6|processed_pseudogene|chr1:[21003549,21003934)/-	4	4e-05	2	1.7967676150605062e-05
ENSG00000117298.16|ECE1|protein_coding|chr1:[21217246,21345572)/-	486	0.00437	330	0.0029646665648498352
ENSG00000142794.19|NBPF3|protein_coding|chr1:[21440127,21485005)/+	118	0.00106	80	0.0007187070460242024
ENSG00000076864.21|RAP1GAP|protein_coding|chr1:[21596220,21669357)/-	8	7e-05	5	4.491919037651265e-05
ENSG00000090686.16|USP48|protein_coding|chr1:[21678297,21783606)/-	796	0.00715	520	0.004671595799157316
ENSG00000142798.20|HSPG2|protein_coding|chr1:[21822243,21937310)/-	1534	0.01378	786	0.007061296727187789
ENSG00000285959.1|ENSG00000285959|lncRNA|chr1:[21983605,22030617)/+	24	0.00022	17	0.00015272524728014302
ENSG00000218510.9|LINC00339|lncRNA|chr1:[22024557,22031223)/+	28	0.00025	19	0.00017069292343074808
ENSG00000289694.1|ENSG00000289694|protein_coding|chr1:[22025141,22092943)/+	473	0.00425	322	0.002892795860247415
ENSG00000070831.18|CDC42|protein_coding|chr1:[22052626,22101360)/+	497	0.00446	337	0.003027553431376953
ENSG00000230068.2|CDC42-IT1|lncRNA|chr1:[22059196,22064199)/+	59	0.00053	36	0.00032341817071089113
ENSG00000184677.18|ZBTB40|protein_coding|chr1:[22428837,22531157)/+	155	0.00139	107	0.0009612706740573708
ENSG00000133216.17|EPHB2|protein_coding|chr1:[22710838,22921500)/+	87	0.00078	59	0.0005300464464428493
ENSG00000004487.18|KDM1A|protein_coding|chr1:[23019442,23083689)/+	344	0.00309	222	0.001994412052717162
ENSG00000240553.1|ENSG00000240553|lncRNA|chr1:[23020146,23088058)/-	193	0.00173	127	0.0011409474355634215
ENSG00000169641.15|LUZP1|protein_coding|chr1:[23084029,23177808)/-	768	0.0069	506	0.00454582206610308
ENSG00000261326.4|LINC01355|lncRNA|chr1:[23281306,23287488)/-	56	0.0005	41	0.0003683373610874038
